raman_shift_cm-1,PS_01,PS_02,PS_03,PET_01,PET_02,PMMA_01,PMMA_02,CAL_01,CAL_02,ARA_01,ARA_02,SI_01,XA_01,XB_01
759.3353,1152.5538,-53.8838,-5.6665,148.666,-140.0944,871.1967,714.0001,214.1679,-114.7766,163.7099,672.3837,99.3543,334.481,19810.4313
761.1926,-93.3702,310.0421,258.3273,877.5389,1211.128,592.936,382.8183,538.8067,-297.878,-36.0769,314.2008,390.1688,230.2355,19017.2626
763.0499,505.1943,-67.9592,964.8354,269.6099,95.9342,214.6146,1.6383,140.0717,732.9416,309.9038,354.1991,-351.337,152.2288,14218.2296
764.9071,938.395,1096.2456,167.4292,83.1619,461.3305,1065.0281,362.8714,78.1492,-48.767,468.5125,263.7465,-40.6211,214.7713,8780.5496
766.7644,451.393,225.9405,-755.6385,-100.9633,541.7349,1027.32,1076.688,-484.7591,346.1101,648.488,897.3574,277.2867,1241.1326,5709.0566
768.6217,325.4716,526.5398,887.4341,1099.1678,412.5424,504.5331,1231.4247,-781.6217,539.61,1156.9496,686.2499,138.819,-189.1933,4886.3201
770.479,167.1704,425.6241,814.7252,588.8695,758.1383,1321.4029,231.1506,633.2876,706.4748,893.4624,672.8729,31.2483,-216.476,3229.4197
772.3363,1293.4828,491.052,484.1234,283.2261,550.9395,1147.2151,193.4115,696.1082,628.984,560.466,403.1764,493.0101,397.585,1872.8755
774.1935,383.5929,546.3869,657.8036,269.9184,-133.1868,1118.651,1252.4686,429.6571,782.7887,350.6939,720.7359,238.3029,-509.336,1953.527
776.0508,992.5776,1011.674,917.1963,332.1275,314.7737,542.0358,762.0925,603.8002,190.1596,-60.5156,494.6077,513.6583,626.9577,1835.0433
777.9081,1048.5327,951.2917,781.0482,-12.9451,-545.189,-15.728,1274.1583,405.7788,517.9831,234.0847,659.3276,290.8511,14.0191,1886.4147
779.7654,24.6477,646.2265,897.3475,31.4505,470.4721,962.9415,573.0308,169.0169,-25.4663,74.7136,291.2598,375.4966,798.0564,1265.541
781.6227,934.7602,907.7649,1614.702,122.0024,-323.554,1171.3778,-88.4986,269.5768,519.2574,584.3647,392.8787,-182.3961,227.6508,1132.4753
783.48,1862.0826,1579.4816,890.2981,137.5577,268.6367,924.4464,859.359,921.5228,125.9635,158.3141,599.4363,38.721,374.327,909.7616
785.3372,1200.5104,1410.9417,1840.2368,391.0662,901.8794,1061.374,1627.2538,-74.9173,-135.6825,372.5935,506.9083,1119.3383,333.9955,709.9969
787.1945,1961.1448,1677.8829,2087.804,461.4859,386.1381,632.3593,1295.952,1081.1423,1118.4408,566.6437,-416.6561,279.5639,-55.6251,1416.9934
789.0518,2774.1636,2536.0816,2627.8816,308.2865,13.0719,1175.9128,400.7325,492.9287,-346.3651,447.3788,206.5781,70.912,868.792,835.6252
790.9091,3944.3691,2600.7443,3288.4253,310.6213,709.4079,750.2678,1921.1476,661.9326,123.865,895.104,445.6549,178.881,153.2254,765.5242
792.7664,5422.5524,5053.474,4665.1273,966.8765,738.8227,1287.3126,1289.4738,305.2285,166.1527,724.6199,306.9391,449.9139,541.5335,878.4619
794.6237,6435.9942,6432.5404,6750.733,-33.4196,378.9937,1253.3983,856.6395,400.679,613.6136,1012.5079,-594.6326,908.1229,1119.3746,94.3665
796.4809,6660.5342,6789.0095,6493.528,176.813,391.092,1993.2249,1247.0207,427.8517,768.4334,177.4425,231.3581,377.9106,213.7626,617.04
798.3382,5571.0702,5587.7299,5175.6277,623.0667,93.1047,2128.6595,2209.0617,780.3002,-722.3138,516.7903,-264.2014,915.2421,751.9891,1126.3038
800.1955,3315.1227,3888.1461,3610.0559,-206.4378,449.6419,2932.3441,2586.0736,478.7881,404.739,-22.0679,473.0196,392.4702,411.2813,390.0525
802.0528,2877.4321,3283.3177,2245.8813,815.7699,-335.7371,3958.7035,3886.4225,-169.2747,91.8496,-338.9825,53.7282,558.7137,641.3852,491.8204
803.9101,1818.2306,3024.2752,2176.5083,683.624,289.9261,4935.1847,5470.9117,-631.5012,193.4474,-78.8463,129.7181,-137.0663,834.7093,218.6033
805.7674,1176.4595,1414.3582,1376.2534,926.1135,763.3233,7045.5453,7257.8726,-120.1709,-322.8758,640.7111,419.4882,-382.4847,725.6237,146.9079
807.6246,2043.9318,533.307,703.7379,500.6913,623.6819,11151.9006,11266.726,-261.951,-26.61,415.8783,290.3689,430.5112,719.5926,513.5674
809.4819,629.6826,702.2938,1583.1617,568.625,316.7202,17228.4274,17517.5297,-564.017,719.9128,667.5081,246.4856,-144.2098,247.6219,31.2064
811.3392,1289.4036,794.0769,804.935,526.2118,1059.6605,24018.2329,23689.522,-177.992,-302.4004,246.5462,315.5372,129.8782,462.9267,733.4188
813.1965,1661.935,1280.2149,344.6364,409.8336,943.0288,23091.2937,23076.0124,189.3716,801.1705,436.7581,130.6848,101.7786,167.1354,722.4867
815.0538,295.1984,1416.3067,158.0997,935.7164,188.1928,16070.6756,16317.2217,28.5201,-143.4068,312.7722,66.6303,521.0084,611.8037,615.8546
816.911,422.6854,1275.7904,571.3183,-163.568,479.8334,10032.6327,10151.5599,427.3784,773.1906,480.9796,296.987,245.3584,547.6453,320.4096
818.7683,1266.8052,955.783,313.8977,261.1181,1040.2843,5534.9771,6929.5384,184.2354,342.7856,319.3559,1070.6048,-373.5951,1353.3565,275.0864
820.6256,923.3989,210.8716,897.3611,577.5271,345.365,4678.5739,4270.2945,320.6904,410.8714,460.5404,768.1799,84.1461,456.1606,478.7789
822.4829,334.8505,1156.707,592.7329,976.2495,1025.1656,3870.364,3246.4034,429.5174,-394.2093,-23.7642,-537.8895,389.7259,475.7628,44.0771
824.3402,1000.3696,568.6957,1780.341,787.5826,213.287,1659.6448,2362.9225,494.7588,273.6759,287.7618,346.9417,141.3789,932.9485,612.3282
826.1975,546.507,526.3922,-45.6405,590.8674,506.0347,1628.4157,1845.0455,-186.4686,451.8332,529.0999,889.9648,91.3491,895.1049,-494.2303
828.0547,55.4087,295.7671,972.7819,-395.3265,68.5831,1374.2109,1693.2213,200.5749,792.284,-369.312,1239.7766,-134.785,403.9071,965.0321
829.912,-11.4059,331.7316,1150.7863,516.6773,635.2339,1038.3024,1251.7235,185.118,757.9305,455.3294,246.0664,225.7171,545.6473,75.3218
831.7693,216.1907,-77.7807,171.498,900.1571,497.7043,1209.8679,985.5412,306.4306,516.5595,76.3536,-80.7237,88.795,-256.7257,734.8409
833.6266,1314.9639,-53.9232,43.4423,334.0681,732.5531,1151.9897,1393.6689,419.1408,110.2346,856.272,-38.8963,187.5462,-316.7267,657.9726
835.4839,462.4813,462.0715,597.1878,1132.0573,753.1154,929.1667,1500.7549,356.3737,337.7782,278.0214,107.169,283.619,129.1754,-339.3882
837.3412,191.1359,431.1231,67.8852,703.0765,322.6967,924.4012,1319.13,578.3944,1233.6311,-355.0813,336.0573,560.8299,257.7044,265.8786
839.1984,517.2052,438.5489,618.7702,1900.9141,1009.3612,1110.5247,856.9837,-437.9384,-35.6325,248.2118,51.8431,1127.2659,-161.9869,249.5055
841.0557,265.3019,193.6795,-156.5418,174.9115,654.4924,667.8665,853.3791,-87.2114,10.776,567.27,472.9306,453.2512,314.986,-95.6293
842.913,350.4585,1378.6515,1313.2103,1578.4807,1390.2059,773.8675,990.0803,635.3199,650.7366,31.7291,760.3786,-508.3714,277.2705,463.0135
844.7703,478.8926,596.6617,681.3171,851.086,1527.8561,633.5158,800.2045,122.2062,348.0504,151.8652,25.3766,474.5692,-668.2084,407.0811
846.6276,772.0316,-15.7776,159.1153,951.3711,1942.646,789.3278,524.6299,407.5708,62.6782,129.9827,-11.277,506.7384,1187.9483,-34.3798
848.4848,-543.3144,769.459,216.3674,1826.9606,2209.0451,995.1031,422.9216,425.3572,571.4198,789.4457,494.7294,729.9362,813.8041,-136.3952
850.3421,790.5928,2.8831,-19.8877,3761.8236,2894.9393,328.1672,218.3098,203.4951,621.2597,-443.2935,238.9446,384.6021,731.7284,-6.9761
852.1994,874.5372,-280.2122,169.077,4083.3632,3709.0052,715.3339,469.5078,665.0131,-70.5368,-394.8844,332.2858,533.9903,1071.2002,99.1006
854.0567,-142.389,525.1664,919.795,5937.5066,5634.3748,526.1703,1018.7007,257.4493,797.0731,-284.1998,729.4345,-24.346,822.3113,255.0079
855.914,559.3091,745.7343,998.4646,9312.5902,8329.4073,395.2269,230.6398,-166.6321,992.4497,446.8781,284.4257,471.6454,-229.9793,-53.2926
857.7713,-181.184,296.3616,674.9108,9999.7868,10643.1017,-183.5868,978.4064,124.5545,146.8943,-309.1587,536.5073,423.1988,1264.0425,114.6773
859.6285,32.4548,973.8341,-125.2778,9962.9975,9182.6647,1144.7967,577.9805,106.8721,884.8577,179.1021,322.2939,159.6399,1343.0109,744.4386
861.4858,827.9535,353.7491,775.4475,6796.3871,6488.2324,483.6766,811.5742,-387.3951,641.5315,679.7715,425.0152,-327.2118,754.5186,-103.5522
863.3431,661.8398,80.4426,-55.3205,4959.5598,4523.9016,93.1476,623.6898,-198.8053,425.4408,-232.5306,587.6769,121.7473,-13.6742,1023.9825
865.2004,511.9991,340.3934,41.5383,3282.454,3438.4855,454.337,191.0045,582.1422,168.1213,447.7069,87.2946,737.8977,1382.3708,-356.3061
867.0577,-65.9918,413.5619,482.3419,2074.2876,1880.0819,430.0236,169.702,73.5382,-43.8499,319.9765,279.9866,801.2993,336.0659,-34.9982
868.915,495.1427,374.6067,1190.6287,2267.8538,1973.4066,497.6581,503.6601,858.7164,566.0886,267.1176,860.9834,675.37,1235.6959,374.1184
870.7722,660.4683,1346.7199,-225.9394,2375.0435,1114.3561,723.6768,166.1175,442.3531,554.3853,88.0817,-170.3382,184.6439,1080.5673,384.72
872.6295,168.024,605.5494,234.2739,1288.043,961.2739,367.6657,63.2361,-166.2529,231.2739,-397.7954,39.2506,179.5924,1588.638,471.8326
874.4868,-350.3933,-36.2077,543.3607,307.64,588.8805,605.3648,602.7725,429.1816,128.0282,1253.9134,86.7332,-332.2691,1976.3314,589.1616
876.3441,526.616,212.0511,294.2286,1332.2912,1089.5391,116.8431,21.831,931.2291,403.6479,43.9214,194.9804,403.3205,1198.9231,723.9456
878.2014,400.0791,645.7487,637.9687,397.8669,626.4723,595.4181,39.7645,90.8585,178.1291,445.9646,169.8373,404.5265,1530.4946,1079.3451
880.0587,686.273,573.2911,-53.2287,114.2298,284.1511,153.2413,1012.4455,457.8813,-2.8267,13.9811,51.0842,1262.2632,2504.9675,630.2799
881.9159,206.947,-68.6879,763.5216,254.2741,427.7827,529.5104,547.3726,111.3192,1318.59,111.6645,-476.7461,266.0675,2522.0609,468.5792
883.7732,65.8603,431.4243,1073.1651,272.288,1201.2916,802.6653,-230.106,182.5784,335.5393,397.1498,471.3986,-13.4391,2938.6639,164.799
885.6305,232.3835,483.7853,337.6456,561.4681,-45.4594,117.0516,534.0842,221.9653,315.8202,127.1787,-65.5018,-350.1344,4455.5016,-64.5588
887.4878,110.5533,-155.2488,140.7018,1536.056,78.263,221.8826,338.6201,655.8716,796.8594,84.6035,-454.9716,512.335,4543.6382,235.5001
889.3451,-38.4954,285.1204,313.1483,203.0318,569.0088,36.9858,15.8135,8.8456,-274.3121,250.481,81.2561,419.1077,5516.6957,73.5004
891.2023,548.3451,369.8654,550.1127,757.7967,-165.0572,644.2762,466.9609,676.92,552.4416,-101.2577,365.0499,279.2364,9109.3877,12.9512
893.0596,409.7288,563.3825,640.2438,728.9689,632.1942,327.3322,333.42,-40.8503,527.9169,-118.7629,485.2649,508.6342,12490.1764,622.7796
894.9169,-619.0125,162.4427,265.5331,1037.303,358.3014,673.0783,-195.6681,941.9393,619.9313,104.5146,222.2955,-448.0213,17722.248,936.8515
896.7742,466.0881,757.9423,82.6024,352.0629,374.216,594.1489,754.253,-456.9774,70.0,556.0075,77.1013,204.3344,26753.0651,892.633
898.6315,332.6381,78.5555,348.4857,390.1691,392.895,66.9242,740.3776,322.0717,816.8884,67.7829,-387.14,283.3409,37787.5346,-202.2567
900.4888,195.0931,639.5564,186.2861,330.6611,45.7254,-89.4445,216.8376,159.396,272.4742,257.8585,336.8528,720.5834,40079.6207,445.9934
902.346,258.62,431.5223,667.977,364.6845,942.6778,197.4972,-176.2192,365.474,721.9899,-588.3987,195.8736,601.2026,32378.6372,504.6539
904.2033,500.504,805.0377,990.4918,822.9931,194.0573,557.878,117.4741,888.0637,910.7574,1059.9983,513.9051,625.5096,21783.8742,28.4295
906.0606,-41.7422,-223.381,-148.7146,872.2431,-17.6053,768.6334,53.5228,887.5414,-89.2401,613.3093,418.798,513.1346,15026.211,678.2747
907.9179,331.7132,435.8718,690.6558,463.7796,-103.7356,581.918,530.2274,651.9754,55.7291,53.9831,842.3514,38.8745,10479.2521,194.7293
909.7752,261.5339,566.7388,256.3839,-169.1118,686.4369,550.4405,281.172,433.9306,416.9521,56.9872,429.2819,-364.5279,7662.1816,513.4445
911.6325,307.3406,779.8532,317.088,160.5427,164.1157,453.5122,478.1986,174.1254,-72.1168,297.5861,-210.2979,500.2267,6445.0006,421.1964
913.4897,563.8869,1028.5711,379.8684,-337.5202,796.6409,526.505,402.9988,239.6258,379.1719,379.3321,259.2045,-149.4622,4122.6015,220.0706
915.347,732.5168,116.6972,493.0996,936.7754,-261.2834,680.1658,384.3306,-417.1334,626.8697,752.9843,280.3996,317.0142,3550.0284,809.8637
917.2043,-315.719,499.1115,1143.7653,541.0818,13.3568,562.0657,541.5415,207.3992,449.9609,688.3374,-520.4402,740.3677,2587.6155,245.8209
919.0616,553.597,193.6762,359.6155,447.0733,601.8366,37.9316,1112.6796,468.1771,678.8984,-38.6734,540.2213,674.7233,2354.8648,-243.0188
920.9189,166.2244,116.9182,238.1036,848.5403,284.6781,731.6128,243.2916,1131.146,177.5499,53.6585,-55.4689,476.6101,1862.8635,574.7086
922.7761,451.6019,-280.1835,422.4468,-91.5971,791.636,119.6618,363.2477,289.7927,765.9481,-210.3713,-663.4138,448.7346,772.5391,-508.4691
924.6334,258.1234,248.9042,238.646,848.1957,487.8306,1097.8334,445.0875,952.5184,-88.3705,328.3018,142.149,614.3848,1731.0288,497.277
926.4907,852.7873,249.1557,193.0033,744.2063,756.8735,724.4934,495.3111,-104.0462,505.2634,689.1828,38.4309,-3.8863,1014.6888,590.5556
928.348,414.9422,246.3383,388.6102,580.0774,745.8772,491.293,982.1449,316.9099,-416.1102,902.4251,513.6747,162.8293,2006.2633,-518.7995
930.2053,602.9064,125.9517,118.7704,128.8304,396.1996,171.6559,417.4959,472.5976,-462.5643,447.1958,1069.9299,-447.0094,327.2464,435.1423
932.0626,404.2503,140.4445,466.4975,280.0493,-195.244,940.7839,79.9506,332.4856,852.4789,1002.5175,-267.7967,-752.958,1564.9864,-315.9517
933.9198,227.4624,198.7454,2.8092,416.0688,1011.2574,587.1907,290.7052,-59.5418,-443.9507,1041.7894,731.0411,-238.0342,1003.3777,-92.4747
935.7771,359.0491,414.3771,1274.4252,1239.0762,181.4458,766.1988,653.3956,-28.5341,-222.3683,808.8975,442.3096,-217.3935,1048.4779,48.4701
937.6344,405.3041,163.3541,983.7936,193.4689,168.2518,708.5661,1051.1411,24.9152,-256.1418,650.4596,952.5765,146.1827,476.0992,523.9334
939.4917,-79.7139,310.1154,422.385,221.0837,619.1757,148.6926,1374.6423,-291.6391,641.2589,129.0675,148.0733,30.0677,684.5282,270.9341
941.349,743.5284,-192.2299,935.9095,-193.2414,-8.5317,1002.0656,648.0749,556.1322,-103.9558,-517.9366,-129.0454,375.4295,938.4209,212.0934
943.2063,1242.3212,507.2726,165.6782,875.0525,-537.5718,932.093,920.6543,990.4432,207.8644,575.2367,594.4206,387.3814,491.8817,713.3609
945.0635,1398.2332,228.6478,598.3633,-338.1764,-34.7871,1303.5491,418.9916,896.5108,285.6677,30.9957,1045.0493,168.8964,56.3028,230.2474
946.9208,724.8221,252.4964,492.6239,631.5207,1267.6917,1027.5376,733.3873,-328.0612,740.5504,461.8491,279.3814,1099.7559,149.7407,-25.1616
948.7781,-153.9607,531.7121,899.9402,374.3999,514.4335,1268.6298,556.1599,417.6964,612.4569,1070.3825,337.9469,192.2901,220.9033,-80.3739
950.6354,1036.7331,295.2665,689.5754,448.0818,280.94,548.4225,127.3081,-748.0706,264.2002,410.0061,192.3885,430.7593,885.3639,-313.0439
952.4927,365.9127,532.2042,191.2026,-57.4854,258.6772,911.8137,538.1939,302.8219,537.0222,294.8638,732.9845,255.8069,928.1489,573.2642
954.35,90.6098,240.9256,725.6636,-155.2479,-605.5303,1405.9634,1368.9593,719.2991,610.474,197.1592,662.7805,694.0306,637.8461,206.2755
956.2072,314.1808,321.8826,804.3879,639.5979,47.5284,1296.5501,1906.251,371.0337,-182.1485,825.2708,749.2135,614.7767,846.5147,-229.6698
958.0645,531.7767,630.6742,1063.8258,109.5931,355.756,815.5203,1976.8594,976.0518,136.0786,275.846,555.1497,-367.7898,571.5147,366.7856
959.9218,228.8687,892.5112,560.5474,271.9875,156.999,2230.4529,2632.933,349.6681,-87.8614,246.1446,452.929,180.4046,538.2472,95.1468
961.7791,437.3788,275.7127,1180.2322,294.4376,783.6964,2579.8905,3367.2491,571.6275,1180.089,221.6396,11.5414,312.4204,972.2075,485.8137
963.6364,-175.8528,544.5457,995.5631,235.2232,183.2288,3417.6688,3875.8813,-45.0163,875.0702,334.2335,256.3904,126.5447,807.8369,689.2273
965.4936,41.5037,463.6362,564.985,461.1036,-92.0448,5671.0439,6595.6274,139.5787,774.376,584.269,768.8961,477.1722,1077.1947,706.0975
967.3509,532.577,1085.7283,470.3764,974.7728,103.7726,8644.2951,8435.6144,611.4463,319.8293,74.0584,24.7212,120.9086,891.4982,692.2323
969.2082,1001.9595,916.7349,514.4462,705.851,299.2456,12120.8398,12049.1539,-258.8641,-305.0806,24.5419,391.0395,281.4745,563.0288,537.5422
971.0655,176.6942,1494.0026,540.3977,307.9209,343.4112,11376.0521,12176.3438,437.503,374.5945,-16.555,-467.1371,212.1647,356.3206,360.9341
972.9228,414.0482,167.8588,1081.9825,331.2986,342.2697,7929.7651,8326.2189,1109.0541,219.7477,503.9178,486.7833,222.2429,323.7995,279.9375
974.7801,2000.7752,805.6205,1236.8916,513.0391,187.1259,4896.9415,4773.9202,106.1992,684.6433,-123.3029,107.9038,209.8391,1080.3255,234.6472
976.6373,1339.3096,1247.2777,623.4544,-849.6971,507.945,3768.2273,3193.7984,730.9186,-270.7522,112.9262,113.9251,218.0969,524.2835,254.1385
978.4946,1272.9579,743.5345,251.7338,-459.8974,525.8274,3112.4,2516.2708,95.7394,447.6119,148.2547,-518.2421,292.1791,870.8915,25.4298
980.3519,1653.2045,1180.544,1069.0258,-130.9106,-481.1594,2706.629,1845.455,798.0726,-29.9273,291.8582,460.1923,154.7135,392.9416,74.5806
982.2092,1870.9023,1453.5758,1461.9187,-54.4806,638.2406,1838.6894,1632.6395,1203.9487,162.9064,41.386,-61.8804,554.7008,-290.1328,438.9725
984.0665,1955.6817,1571.5077,1944.2785,123.651,1123.651,1622.0107,2077.9055,601.3564,312.9569,526.7239,1190.2863,-400.4094,628.3532,-13.9134
985.9238,2646.2808,2462.1824,1205.934,-270.7317,-309.4451,633.9834,1385.0523,904.8156,188.4731,31.0392,9.7082,159.9967,1078.6632,130.8487
987.781,2209.4183,2477.6218,2438.1692,-171.9363,-29.7432,514.3735,1970.9463,-162.0926,856.0036,-222.3869,660.7774,183.5951,796.9002,491.2686
989.6383,2965.7656,2542.509,3728.1141,672.0851,302.7048,737.3723,543.2915,1027.4084,838.3894,265.4515,176.0265,-11.9168,-62.0293,482.4909
991.4956,4863.5144,4269.1077,4025.6133,-259.3572,140.942,644.3724,589.3185,156.1295,-477.9231,1216.1558,-451.4607,430.8756,399.9369,103.8055
993.3529,6134.7017,5637.1652,5257.3572,305.9903,-19.8827,950.4446,244.1021,-0.6293,244.1512,686.5831,595.9813,1044.984,-224.4508,365.536
995.2102,8780.81,8396.3859,8400.6953,389.0334,723.0269,513.2597,836.7783,380.6115,978.5265,621.1217,48.9665,-143.4429,701.1685,645.49
997.0674,13296.1158,13808.4521,14342.3291,473.2458,612.7311,550.8277,184.828,-117.1656,600.6301,1163.4647,1057.9825,-9.4744,457.5204,941.0388
998.9247,25722.3965,25977.089,25867.0601,93.7415,587.8088,1004.8704,310.674,243.6768,-396.6397,454.303,218.7335,868.0558,-151.1259,272.9508
1000.782,40795.9969,40991.7306,40466.3703,357.738,429.8826,981.5689,1246.5914,454.7768,273.6287,770.5456,645.4095,280.9155,760.5473,114.3414
1002.6393,35749.6934,35921.3229,36073.1025,144.2759,-57.3509,1725.1638,981.5926,2.7837,-327.0485,130.8973,312.4552,-156.6598,497.2208,917.9273
1004.4966,20435.0186,21120.1183,20638.8997,464.9263,158.0542,679.3201,824.9842,963.2945,607.9639,237.875,-87.5323,1076.1424,226.4837,307.735
1006.3539,11349.2829,11861.2939,11197.5818,596.2233,81.888,909.3907,33.8512,1128.3674,359.9891,756.9874,1242.6129,-94.9315,654.6228,71.4831
1008.2111,8526.1202,7794.748,7894.9571,484.9271,-75.4503,78.4321,912.4354,289.4459,677.0862,1074.9485,296.5804,813.4844,547.6168,833.1599
1010.0684,5679.2156,4509.4426,4984.3163,415.1103,-403.0255,302.2148,750.8229,-188.781,308.9003,997.9978,301.2554,-463.8714,664.1482,583.5607
1011.9257,4393.3888,4318.8421,3980.2115,-35.4091,428.04,464.1308,733.757,-320.5275,355.5686,-120.4525,350.0824,1388.692,355.8893,276.0745
1013.783,3496.4116,3137.1032,4018.4494,57.0237,187.2486,91.8222,883.8533,106.0031,-268.3609,-5.6249,376.3513,254.5628,697.9351,748.2845
1015.6403,3025.6362,3825.1415,3401.462,-650.8317,115.5328,280.3729,898.7318,956.974,309.2311,131.7394,377.7298,-383.2167,502.4275,373.5312
1017.4976,2957.9927,2693.109,3814.5436,-291.0339,8.0846,199.416,610.0452,-203.9349,-396.9297,458.1606,753.9323,78.1768,498.0832,246.6049
1019.3548,2463.9602,3480.4833,3065.9628,39.5827,58.6469,722.182,867.5381,56.9369,864.9618,340.0078,374.0571,-266.8122,38.0248,93.5219
1021.2121,3237.758,4083.6325,3287.7939,-294.7208,460.6905,665.4674,32.6632,271.3488,580.7479,232.6146,406.8003,215.757,596.4636,550.373
1023.0694,3927.1997,4096.3708,4572.9479,347.644,491.1274,1024.2062,257.2367,266.489,52.3012,763.7016,-121.744,1009.153,104.5102,203.2296
1024.9267,6178.0489,5939.15,5786.1309,118.9546,64.8684,763.8186,-126.9637,35.5723,943.6311,126.9109,939.7481,411.6434,558.4468,742.0701
1026.784,8635.4361,9370.7444,9134.8818,94.0905,-642.8598,779.8263,181.4361,8.5945,301.4727,630.3623,452.712,-146.4795,704.7325,785.6304
1028.6413,14611.0906,14480.8504,13925.858,-81.3242,701.6769,753.4821,872.4077,127.5021,1128.7624,801.417,945.8783,1090.8631,287.9501,345.9416
1030.4985,22603.777,22683.7595,22923.7765,-120.1354,-81.0474,862.1058,38.9406,286.9106,86.7282,351.778,290.9498,58.8167,403.7383,624.5607
1032.3558,25213.5531,25050.3876,24292.3768,56.5222,1327.646,912.1283,222.991,1116.6597,96.1677,847.5104,968.9625,894.9746,-332.5635,319.2627
1034.2131,17599.0333,18185.234,17443.5385,696.4065,-114.8157,-296.5273,-381.5367,164.1186,213.0904,149.0584,587.2715,412.8333,-460.5279,284.0309
1036.0704,10597.2838,10247.1907,10407.6184,-72.1637,-337.1833,592.4564,590.9088,328.4027,484.3863,546.6253,656.4351,9.6604,340.5744,612.0373
1037.9277,6293.7856,6819.1044,6540.5203,-317.9163,519.7974,-56.5895,135.99,1098.3973,-174.2826,691.5636,691.2688,786.3605,1050.5238,591.4359
1039.7849,5106.1194,4793.0597,4484.2818,625.4261,513.2295,-95.8478,-247.1431,147.2065,1167.2171,639.0399,239.3738,822.9756,684.3699,416.8816
1041.6422,3253.4522,2742.4447,3146.3497,-185.1899,350.1656,17.8206,530.8748,49.0483,371.2722,316.3223,35.2517,221.0005,172.5002,-13.651
1043.4995,2475.5069,2877.6663,2283.5023,344.0346,529.1613,714.8153,504.7618,778.1451,542.5686,1022.9512,790.8978,737.8605,452.4562,722.9135
1045.3568,2494.0864,1719.7046,1322.4775,229.7427,617.2309,543.8315,633.375,440.5441,612.5402,419.6944,689.987,112.966,29.9092,-97.0445
1047.2141,1395.7272,1326.4924,1952.9189,92.4431,-587.0381,949.6331,600.4968,835.6416,183.3013,480.9056,174.1643,-460.1413,-406.5322,211.6401
1049.0714,1828.8442,1911.1512,1688.9214,518.9364,527.5518,1152.2403,-19.8161,-218.2673,770.7456,869.3214,-134.1467,110.9451,443.3247,550.5833
1050.9286,1731.6966,1543.5253,1480.4845,714.6174,849.3319,328.6987,-453.8625,622.4307,409.708,353.7761,888.6834,130.4981,857.1893,141.5703
1052.7859,1660.0135,1050.6059,2312.4022,396.6413,512.6702,16.8979,49.7533,429.1497,228.5928,1186.7832,569.551,789.0916,-496.624,507.8623
1054.6432,1052.7344,1332.629,865.4459,-220.2961,978.9528,622.7097,542.905,853.1557,55.8628,16.1768,914.6022,47.7318,390.7838,476.7083
1056.5005,931.0231,794.2503,163.2617,715.0553,199.4165,155.9772,342.2954,1050.4406,508.9156,343.0889,823.7959,1065.155,132.3744,574.7899
1058.3578,856.3998,1262.8474,788.7618,365.4783,558.9519,83.9503,510.8297,423.8004,1308.6042,690.2745,531.0545,180.9857,-40.9566,-156.2846
1060.2151,476.1073,870.4998,741.1011,-328.6308,603.8482,230.0747,974.8097,178.2976,822.8787,580.1105,454.7074,-98.6478,262.6032,667.8685
1062.0723,642.1557,314.438,1066.3275,674.0153,657.1963,967.4723,986.709,437.8989,1089.046,418.1857,891.1343,-189.7404,712.4915,519.2714
1063.9296,825.4125,324.5308,1105.1318,677.5653,383.7129,-578.4639,15.6104,302.1248,353.1609,841.275,1224.0177,-352.0744,320.1636,1014.9281
1065.7869,912.0769,907.8376,810.8442,679.9516,1641.1784,724.359,-101.8904,294.8238,1366.7517,1780.6292,741.0441,-146.4753,40.41,-22.2784
1067.6442,588.9683,715.2579,291.9225,723.8418,-347.5013,655.1847,-243.3232,829.0023,406.4159,941.5814,344.7049,23.8715,21.0167,611.298
1069.5015,644.9882,361.5622,653.7788,220.7088,1408.8334,424.0912,181.7234,670.7844,1191.1228,994.8747,1510.7595,-422.9389,291.2938,-202.8542
1071.3587,590.7216,584.4217,1130.217,88.049,562.4843,492.8221,25.8656,2077.8751,955.8757,1422.5782,2384.072,-131.3222,322.7737,715.293
1073.216,177.3832,352.0659,237.5151,261.0653,978.4203,-234.4314,614.2389,1956.0038,1246.4926,2705.8783,3000.9993,197.1516,102.1729,-461.1759
1075.0733,616.2941,-11.1733,67.5072,1521.0671,997.271,831.1642,346.6963,2657.1138,2520.7779,3143.1792,2447.1994,1056.7383,942.6893,175.8529
1076.9306,33.0189,-41.7224,514.0836,957.371,932.646,846.8475,213.9874,3237.0786,3207.9496,3363.8763,4433.8348,-84.9874,649.7363,-240.6871
1078.7879,573.9582,809.7604,529.6596,1221.455,982.3506,-207.4643,428.0001,4834.0365,4727.0224,6283.3857,5784.4248,296.4905,-151.2693,552.9289
1080.6452,977.8609,482.299,591.0795,1292.4392,1623.0156,715.6854,1224.5587,8306.8595,7409.5683,11642.8146,10514.5739,68.9707,876.9268,377.8302
1082.5024,639.3416,1029.5783,1445.5156,2371.4878,1555.4893,1114.5213,803.3379,13584.2683,13562.727,21648.9305,22227.5451,-55.2593,-78.4867,50.8264
1084.3597,397.1841,748.5062,795.9213,2230.6181,2571.5109,1013.4124,448.1295,28121.9204,28219.5213,40513.1566,40425.0948,-20.6032,-391.106,383.6444
