raman_shift_cm-1,PS_01,PET_01,PMMA_01,CAL_01,ARA_01,SI_01,XA_01,XB_01
1197.654,288.7541,579.4558,4081.1894,110.2996,52.7121,653.2507,170.6135,33827.8318
1199.5112,650.054,354.6457,3192.6194,-75.5262,345.333,97.362,-325.9263,40523.8826
1201.3685,740.2518,342.1409,2788.9392,925.8206,432.2199,3.1577,237.362,38365.0416
1203.2258,107.2447,90.6481,2820.3543,494.8715,935.4459,387.7739,-545.7286,28143.4904
1205.0831,277.6793,1376.3365,1044.6653,556.0955,401.8217,428.9528,424.5517,20294.1262
1206.9404,325.2431,-51.7577,1564.6134,512.0737,-854.7392,4.2142,-270.2309,13840.648
1208.7977,-86.3207,252.7251,1930.9466,-71.9417,124.3078,325.2338,-285.2577,9419.0781
1210.6549,143.5409,619.0999,1272.1981,359.7034,95.2898,326.2853,-286.8832,8263.3244
1212.5122,315.4901,922.3043,1697.6505,-396.989,564.5703,433.448,677.0373,5818.4059
1214.3695,27.2637,462.603,1492.2747,479.9043,257.4562,189.4022,-76.9624,4497.8682
1216.2268,332.3787,193.3865,1760.651,707.848,276.7183,397.2266,371.5867,3795.5936
1218.0841,-252.609,375.4545,1324.1062,220.6921,530.6443,-224.6108,729.7018,3061.4888
1219.9413,27.4059,29.6813,1892.5988,946.3718,-287.9292,36.7296,-77.412,2661.992
1221.7986,678.1999,198.5736,1497.34,362.8064,-1044.0755,22.1753,727.5129,2597.8682
1223.6559,151.8331,12.4886,2212.2663,657.6331,167.4431,122.0306,-55.6873,2318.2464
1225.5132,744.9838,196.4721,2068.4589,225.2005,435.3091,216.9502,1.2443,1605.5742
1227.3705,-343.2371,169.0758,2674.8898,95.5477,397.6007,11.1554,-282.9026,1089.0521
1229.2278,273.5979,492.09,2345.7926,862.5559,824.4845,416.497,-281.139,1714.0624
1231.085,915.5806,900.455,4266.6593,107.1692,-233.8485,105.7921,820.8025,1411.9658
1232.9423,830.8573,556.9501,5414.4433,420.9546,10.4629,210.1386,401.2534,951.9937
1234.7996,412.4348,1417.4018,7686.3172,-274.8253,106.3734,672.758,-10.0748,737.8878
1236.6569,689.4145,1150.5466,11129.3248,-416.6564,545.5084,92.9147,-22.7163,747.4121
1238.5142,677.0338,-19.6013,15156.7565,844.4141,148.3415,-195.4416,108.0247,1656.4642
1240.3715,399.7791,969.2561,16259.0055,550.5643,467.8589,270.4957,646.9641,378.1481
1242.2287,264.0875,999.9124,13991.7466,659.9896,-24.1951,926.0961,572.9035,997.1691
1244.086,848.7236,303.1432,9642.1382,378.6491,458.4654,-48.6246,458.7885,1228.1391
1245.9433,445.5745,439.5294,6592.3947,974.8728,70.2481,651.0846,936.0532,446.3178
1247.8006,1179.331,958.4073,4701.4056,-338.2225,813.8235,872.1345,1190.6866,765.5764
1249.6579,372.1707,802.4937,2560.5496,477.6304,673.8477,0.1068,157.891,29.4879
1251.5152,526.6056,1395.7814,2173.5844,-740.8633,618.4745,272.8206,1525.0818,505.5433
1253.3724,-38.3007,1289.7297,930.68,207.6849,466.0442,123.7904,738.7988,1106.2509
1255.2297,682.6783,1240.4493,2421.3139,759.1041,1076.613,-202.2035,158.2738,994.0431
1257.087,189.2514,696.2801,2130.1899,647.8375,945.4567,56.9313,386.7594,370.6043
1258.9443,76.0437,300.8028,852.8691,-254.8043,41.6117,269.1648,920.4852,1223.5585
1260.8016,-580.8451,1105.5045,724.7368,455.4394,514.3952,-126.3935,828.1532,395.5065
1262.6588,557.0099,1390.7763,1144.4179,77.6938,241.0242,264.3563,498.3578,633.2619
1264.5161,-120.1412,1094.6723,1331.4308,1097.8156,286.0361,586.2528,566.73,751.6226
1266.3734,500.4418,1977.3436,756.0485,-150.8818,18.792,202.53,400.2371,1030.3901
1268.2307,196.6588,1623.9614,565.7474,-255.5946,-78.9882,476.4517,-453.4799,1128.0114
1270.088,229.626,1947.3398,799.4094,119.7634,743.0865,97.8597,-174.9991,776.6247
1271.9453,952.123,2444.0255,1002.4495,0.9449,1039.239,354.3715,626.996,1026.4206
1273.8025,373.946,3426.3521,910.0299,36.202,298.5626,-303.1904,-30.0722,1071.9269
1275.6598,353.1334,3090.9679,1465.5377,377.7038,724.8779,275.069,-71.2221,1225.0867
1277.5171,162.4049,4188.3094,87.1122,-5.1692,-114.7039,-130.0916,-518.8423,676.4993
1279.3744,-260.6382,6149.4319,1450.1233,92.0396,-213.2392,222.8859,229.2254,200.6965
1281.2317,382.7242,8503.71,671.9714,338.0369,602.0524,499.9793,511.8388,96.9153
1283.089,80.7218,11770.9621,587.488,445.4494,940.7752,-56.6021,90.6735,124.856
1284.9462,173.7343,17092.4946,-290.4964,766.3144,198.702,-200.3326,-656.3399,421.8045
1286.8035,539.6331,23287.0623,55.6409,-117.6273,454.6346,10.1542,465.622,751.5928
1288.6608,777.0028,24556.5925,211.206,422.0982,169.058,35.2988,32.7826,590.8955
1290.5181,-28.0046,18526.5642,1700.3326,997.4598,54.8908,-38.21,812.4572,-282.843
1292.3754,196.1612,13109.2555,233.5906,145.8148,-665.55,223.5756,469.0605,785.9662
1294.2326,658.9285,9191.7402,575.981,519.4773,332.2136,367.0239,723.747,883.8236
1296.0899,352.1141,5708.1315,-64.189,-327.8378,586.8098,958.7752,1138.0443,-239.1308
1297.9472,667.1095,4446.1851,947.809,354.3263,1013.1056,794.4904,245.5727,807.339
1299.8045,-374.3089,2272.6157,449.8803,413.8769,528.4685,114.5883,710.2659,471.6564
1301.6618,624.4705,3490.2112,494.9684,-438.5306,-31.7482,734.2687,30.198,473.9377
1303.5191,-140.3954,2268.0183,478.7625,578.2614,705.7231,475.6858,37.5075,-421.2875
1305.3763,167.1568,1216.578,569.3662,458.9398,95.1641,458.2921,455.2084,213.6371
1307.2336,-135.4684,2096.2777,202.2286,-196.2324,291.9111,251.9435,1353.3236,975.2958
1309.0909,750.9781,1984.7258,-73.6345,57.6364,30.3887,-312.1305,1097.6772,364.2703
1310.9482,834.9802,1531.8552,796.7716,621.5042,-277.9643,248.9918,1108.4367,44.6545
1312.8055,740.9607,774.3906,-93.1785,729.8639,-129.4911,-241.4309,996.6116,-518.4473
1314.6628,161.5461,859.1764,404.7366,255.3936,762.3264,593.4924,415.958,790.537
1316.52,-38.9468,1490.8288,14.852,592.6538,558.8894,456.746,615.535,185.9972
1318.3773,415.2373,1243.244,-395.3908,-513.9367,552.0138,-100.0416,934.2676,114.4732
1320.2346,-334.5721,341.6022,202.6277,479.918,114.2992,712.1816,1469.7988,417.8089
1322.0919,669.7109,869.4757,502.9698,194.96,352.3052,69.3115,1207.136,844.433
1323.9492,325.1217,235.8372,216.4248,-211.5731,488.1422,101.038,677.4362,2.393
1325.8065,116.4072,889.1181,-97.8051,-1.0269,-488.2561,411.5921,1685.4451,1222.8836
1327.6637,772.0464,1240.4347,581.5498,243.8213,-112.8616,730.384,1686.6228,127.8799
1329.521,-150.1781,540.8391,567.5663,-202.5567,299.341,561.9209,2530.919,227.9556
1331.3783,535.4404,464.656,259.9135,-154.7188,30.2155,420.2875,2381.1746,625.318
1333.2356,1056.3655,591.6323,321.3218,-340.8247,536.4131,713.0658,2423.1004,336.6221
1335.0929,537.068,655.6655,1061.0485,779.9158,837.7036,312.8996,3323.3144,561.8014
1336.9501,266.6871,501.1303,300.7033,682.9347,-95.1293,324.4106,3701.6286,1015.8044
1338.8074,680.2366,779.5516,587.7104,853.1685,21.1702,844.1014,4854.7933,588.168
1340.6647,-58.105,478.8412,-82.4776,940.3187,286.9961,789.4982,6549.1833,850.0404
1342.522,332.5809,70.0701,713.0276,954.8149,555.485,1000.6002,8988.9126,1174.9551
1344.3793,30.9905,-106.3152,7.8802,976.2071,489.8122,1196.6612,12515.7532,63.5621
1346.2366,-92.1655,744.0735,947.016,241.3904,890.9115,1021.8419,16469.478,64.6877
1348.0938,458.5048,-198.5439,-148.4089,971.7335,-82.7752,486.8449,22411.1116,232.1851
1349.9511,552.7824,869.7989,-54.4445,651.3447,689.8264,695.0005,24239.5083,342.7073
1351.8084,741.6875,124.0201,131.6125,1231.7276,-174.247,399.032,21710.1236,401.4251
1353.6657,456.8083,-318.0343,341.9314,460.8641,726.6073,964.8131,17299.8571,360.7004
1355.523,314.505,192.9663,-12.9012,586.8926,144.1048,796.9668,12763.1083,760.9801
1357.3803,-331.1674,1018.6826,663.7151,26.1247,-286.3882,492.566,9671.805,801.6995
1359.2375,376.0609,-99.5381,20.7724,-100.1911,386.8939,753.9256,6329.4809,678.2471
1361.0948,676.8844,815.3499,853.5791,425.7666,98.134,478.9474,5517.0126,1215.4858
1362.9521,322.2635,320.0853,42.1377,274.1978,489.4643,426.9903,4320.0,46.0123
1364.8094,596.5234,222.3294,17.9851,1275.38,569.0222,233.9249,4177.7928,1088.0861
1366.6667,971.7596,808.2632,178.9476,-75.4812,630.425,422.4557,2381.4851,477.6266
1368.5239,657.1762,307.4183,1021.2153,-257.3689,280.3124,1216.3535,2138.9129,31.9899
1370.3812,148.9479,-13.0781,430.7302,555.0033,473.2861,249.0362,1165.9594,45.5419
1372.2385,482.2732,1255.1859,-299.0083,-14.3837,712.837,849.776,1347.4961,179.877
1374.0958,-97.513,516.0371,642.8121,139.1167,1028.014,-496.047,728.9955,179.8282
1375.9531,193.8959,650.7003,-18.5724,223.1178,-9.5245,140.194,1222.7119,386.5045
1377.8104,617.4618,21.3974,765.5371,-118.6238,-129.6528,765.615,1897.231,169.1959
1379.6676,978.8727,656.027,340.7278,-19.5862,420.7078,-106.526,1411.1085,1196.1358
1381.5249,-242.5696,361.7446,361.3534,299.9522,-176.5625,-500.78,925.6609,660.7526
1383.3822,634.3969,333.9912,755.2342,569.0043,-369.3028,252.51,1229.6363,658.5827
1385.2395,122.7043,687.5202,870.0054,898.1334,389.5056,630.3513,925.4051,586.9978
1387.0968,190.4221,811.2136,118.6716,525.6384,352.3245,783.5502,540.9352,76.9865
1388.9541,142.9742,-403.1774,176.9332,936.58,835.4302,567.3789,908.9266,1259.5691
1390.8113,663.7807,50.1921,304.9146,121.6075,563.8546,1167.6497,903.2214,-319.972
1392.6686,341.4674,700.4117,527.1274,188.4347,111.532,844.85,929.0124,-233.0691
1394.5259,913.9828,230.2187,488.0722,346.5935,122.5919,-296.4471,187.4597,282.3802
1396.3832,519.1855,313.9046,630.047,899.039,461.2211,59.4202,433.1868,1007.903
1398.2405,1271.3347,527.2637,599.3993,949.0197,623.366,379.6473,926.0782,-146.8024
1400.0978,520.6644,266.8419,722.9197,526.2427,746.6464,616.2616,1148.6058,864.6887
1401.955,684.0137,201.2046,657.2842,371.1159,399.731,884.7728,586.3545,580.3542
1403.8123,921.8446,699.8389,1445.8616,330.7199,743.5406,343.9684,259.7083,469.5741
1405.6696,29.096,130.5164,810.9889,286.8156,-50.4796,190.4344,732.2552,163.5378
1407.5269,178.6036,65.9758,745.4818,652.856,749.5215,826.986,834.6565,498.3935
1409.3842,376.1323,47.9732,749.3519,535.9634,1076.8313,961.1425,681.1028,-279.0441
1411.2414,856.5734,123.4332,1626.3703,427.4084,312.6149,-230.7696,497.7144,327.47
1413.0987,618.2812,940.9214,1258.017,100.2677,816.8013,560.9544,525.6844,186.3116
1414.956,1452.5263,493.3986,1080.08,824.8805,-56.7467,366.0088,170.7475,74.2633
1416.8133,509.1765,267.371,1381.9296,706.419,-146.8991,623.9997,868.935,470.3509
1418.6706,1670.0761,1049.4016,1472.244,238.8527,566.8462,26.0698,311.0243,249.359
1420.5279,789.0477,519.4349,809.9303,659.2653,316.0426,749.323,362.567,257.6936
1422.3851,656.0696,75.717,1446.5595,1368.8046,-38.1535,135.9016,725.9098,606.5497
1424.2424,1584.3424,657.4985,1398.3533,1997.7375,595.2334,-57.9074,852.5922,360.9885
1426.0997,969.9801,897.6802,1955.8024,2074.0674,-292.5142,320.8193,420.1486,-644.8546
1427.957,1269.7103,380.8,2622.1711,2399.5901,691.4731,737.3543,292.9084,926.6971
1429.8143,1335.5819,642.0847,3334.9688,3657.54,462.352,915.3764,980.7665,186.362
1431.6716,1367.8821,490.4801,3066.1472,4351.3659,-100.5495,233.8057,733.0908,558.8983
1433.5288,2232.894,256.0554,3667.4715,5168.4889,463.5734,-229.0766,84.3478,467.0551
1435.3861,1998.2913,82.3517,4778.7672,5951.1464,442.6777,826.5625,501.6805,606.5174
1437.2434,3096.1734,821.8096,4462.8327,5310.1277,228.5308,612.715,-85.6277,249.9953
1439.1007,3555.9009,380.3081,6333.9612,4772.1822,1125.0642,491.1735,741.6943,-767.9709
1440.958,4796.2011,34.3933,9553.8837,3025.0408,934.9911,-165.7859,579.9943,116.8937
1442.8152,4823.1503,-93.1976,12194.5229,2331.2909,536.7796,1061.9859,546.5905,864.0363
1444.6725,8332.6334,474.4767,15977.2258,2532.0438,410.8581,202.7221,422.1773,450.6501
1446.5298,10840.1045,12.6133,22025.2493,1273.155,496.8004,418.1314,-29.6519,602.3461
1448.3871,13582.5058,610.7776,26436.9636,1785.117,1886.5621,604.658,387.3946,454.8137
1450.2444,14308.6206,297.4294,28810.3065,1390.1065,1326.7375,714.9411,198.7045,82.7845
1452.1017,13668.2165,270.652,25822.7594,368.2948,1980.2841,-115.5364,603.6108,886.9037
1453.9589,11124.6608,158.354,19741.7229,912.5288,2303.4669,421.7676,703.7042,807.5881
1455.8162,7992.0367,1179.2801,15398.4205,816.5606,2737.1124,541.7587,485.9776,-82.3774
1457.6735,6056.8434,695.7718,10862.7654,725.0972,2976.0311,-419.9572,657.3405,693.2681
1459.5308,4711.4776,543.4206,8923.6026,654.6998,4354.1752,43.8277,183.8267,443.4219
1461.3881,3781.9884,492.8437,6502.0413,449.4672,4878.3947,-291.4006,473.6343,547.1858
1463.2454,3635.6698,381.6234,5729.7702,768.195,5316.3229,83.4506,201.6173,62.9554
1465.1026,3053.9141,431.285,4757.845,974.4964,4442.6138,-31.0233,-368.7863,-229.2552
1466.9599,1856.6037,677.3287,3541.4431,476.4703,4004.3436,948.4835,-714.4725,153.1079
1468.8172,1677.115,331.4268,3083.5222,254.041,3033.5645,242.2664,370.4119,440.8991
1470.6745,1347.063,-48.804,2858.9534,642.2171,1134.156,-45.8897,294.989,168.6613
1472.5318,1426.4337,1219.3959,2091.9208,560.1832,1478.6221,-40.5483,787.3085,35.8555
1474.3891,1359.4219,-597.8179,1862.3106,852.7711,599.9907,-691.7929,353.7073,361.585
1476.2463,1155.7365,860.4799,2189.6186,1014.0753,999.0511,416.5551,606.6002,733.7449
1478.1036,679.9752,99.9257,2208.6158,1074.5874,637.6444,312.4836,686.9323,1301.4197
1479.9609,1052.5098,383.1835,1743.5408,873.2683,210.1185,384.3734,771.3367,168.8337
1481.8182,747.979,487.8805,1060.0509,-361.5876,118.4169,545.2264,282.0081,711.4229
1483.6755,1354.6059,-14.718,1118.7805,587.8301,1285.9218,995.0574,300.5142,512.2512
1485.5327,241.826,1127.2182,1401.3304,638.7598,-497.6874,127.6047,152.9402,2.4819
1487.39,1414.4654,-115.3911,-71.7013,252.6815,350.522,397.905,342.936,777.5312
1489.2473,757.8979,1106.0291,1086.1268,302.8861,1374.0013,1013.2759,-664.8651,927.8994
1491.1046,612.8783,537.8227,610.5185,878.1222,1003.5326,-369.9009,649.0587,663.8825
1492.9619,950.446,682.1732,85.1057,723.5266,438.5528,642.5882,-300.4187,303.2008
1494.8192,505.6252,668.2405,1079.2475,48.2533,324.2955,-59.5574,430.0837,-215.0317
1496.6764,543.0036,-52.7557,1086.0176,396.352,28.7908,879.2222,184.4091,525.8285
1498.5337,1223.6856,-299.6495,658.0776,99.3698,-136.167,326.078,47.3829,931.0662
1500.391,900.1996,189.2971,1121.2854,467.9331,796.8517,679.0159,520.1039,975.2078
1502.2483,586.4462,42.8272,191.1421,949.7153,1044.8549,694.6664,789.6582,385.2832
1504.1056,761.8036,1024.7978,983.0062,560.605,819.5788,859.0474,678.94,164.6454
1505.9629,309.746,66.1457,1102.6531,258.2352,611.5875,175.5266,330.6133,284.3703
1507.8201,102.394,-98.1323,651.8737,-521.5245,879.0104,828.3896,-50.7967,1183.6244
1509.6774,1004.1398,403.2397,1262.5069,755.6437,933.6338,660.9267,580.0885,759.1298
1511.5347,945.9244,1045.2297,260.964,62.6988,1058.7801,-369.345,382.2954,1299.4825
1513.392,651.227,533.044,383.786,-302.6918,273.8398,249.5458,616.0943,488.2062
1515.2493,-42.077,543.3579,502.8776,-45.8121,1239.6773,875.6465,893.7,600.5642
1517.1065,548.8574,478.7047,196.9517,853.4975,-38.7861,5.504,629.6502,661.08
1518.9638,166.8356,280.3189,357.201,925.5945,81.8778,960.975,141.4931,904.2953
1520.8211,416.7092,-0.533,778.1551,875.3142,767.5925,-178.4998,802.5459,996.0777
1522.6784,433.2431,104.5543,289.9688,360.3147,111.2407,664.991,-80.7796,664.0684
1524.5357,29.9157,874.9018,436.7873,497.5408,-299.1044,285.3577,249.6769,833.5999
1526.393,625.5201,687.0745,1094.6367,193.1514,308.0164,422.0732,119.1296,1359.8229
1528.2502,1053.2016,283.432,318.9489,-114.6107,470.0407,330.0448,614.2674,2017.9735
1530.1075,157.9519,697.3562,333.9836,723.8588,20.5971,124.782,-722.2826,1651.1011
1531.9648,693.3529,896.8899,105.8388,433.7728,-85.6618,789.0022,160.7324,1960.3939
1533.8221,1270.9061,27.303,798.2315,-693.1189,297.5243,360.5304,-233.2806,2927.3773
1535.6794,330.1776,497.459,1149.0622,42.4949,596.8152,618.2307,-239.2244,2667.4189
1537.5367,464.1064,1000.8984,230.8228,869.9821,621.8464,173.521,-90.0838,3094.2423
1539.3939,224.0685,400.8535,588.9603,248.5871,-139.416,-59.4324,-97.3306,4958.7842
1541.2512,220.0062,779.8312,365.7672,-318.851,-86.8842,638.4836,561.702,6707.8048
1543.1085,928.8408,1153.6705,420.5698,438.0608,-255.2037,550.557,947.4563,8660.1859
1544.9658,1289.7118,143.9728,430.9654,-71.1478,273.4309,682.5667,432.625,12306.1644
1546.8231,116.934,-865.5306,817.8833,665.8392,392.4408,766.8785,138.9056,15826.6211
1548.6804,864.7422,743.8186,633.0199,369.2461,200.8866,342.1188,1467.7533,18303.85
1550.5376,468.293,302.7645,632.1445,967.6965,287.1991,221.2466,564.8421,20715.2028
1552.3949,1641.9823,414.9561,219.4392,725.5349,5.8329,-257.7145,298.742,17108.7841
1554.2522,893.947,567.9352,779.2881,412.1197,-31.7236,-26.4685,-279.8541,13057.5498
1556.1095,779.8681,830.3733,262.5235,29.2747,-79.3903,467.0,46.1933,10166.3095
1557.9668,423.7163,592.1399,252.4288,679.7707,-195.2017,664.5634,566.2518,6496.152
1559.824,1020.5019,1239.1311,-96.1526,550.075,603.1793,282.3364,613.9646,5258.4694
1561.6813,1353.7451,250.2293,-101.7249,597.3356,485.7432,198.0167,1003.2938,3872.4715
1563.5386,1044.9258,1144.8188,301.536,1404.9283,182.8002,456.23,236.7281,3095.6183
1565.3959,1947.4921,480.5047,-14.6716,75.2124,383.0931,1276.7285,747.7205,2246.8297
1567.2532,2097.5912,549.7962,699.0963,440.8329,154.9012,103.9006,313.4241,2234.8828
1569.1105,2316.3188,529.756,950.955,486.3261,438.1419,492.8686,30.1029,1358.5935
1570.9677,2110.77,-38.9332,376.6273,854.8671,-135.3788,759.3563,754.7412,1846.972
1572.825,3554.9849,1005.1411,279.8281,-280.1176,537.0018,-109.9322,1147.4652,967.0181
1574.6823,3606.7345,655.7642,-246.8188,157.4619,727.1867,308.1164,-79.5182,1304.7731
1576.5396,6264.5872,451.321,7.0064,-99.8164,899.4668,15.6699,707.9371,1458.9139
1578.3969,8397.2107,758.3092,745.3696,328.1939,738.7951,272.2198,-126.075,836.082
1580.2542,10198.6998,225.0753,1177.0838,716.2846,277.0265,368.0957,-436.5261,1223.8087
1582.1114,12223.4415,879.9134,36.5476,446.5085,-76.8422,-22.752,2.0382,1251.5673
1583.9687,13111.9435,1742.6322,-288.5742,195.7982,446.6602,420.0785,183.4794,340.4401
1585.826,11215.0233,1114.878,482.1645,862.8398,28.5892,741.1171,23.211,598.6929
1587.6833,8363.8176,693.0315,411.8242,118.8935,357.9467,112.2991,257.5522,568.4427
1589.5406,6773.8601,1055.2955,799.1328,-62.7044,884.7602,1240.2523,703.6976,689.5404
1591.3978,5412.1951,1337.83,1034.0617,-259.2081,322.1679,543.4306,541.5839,1061.9317
1593.2551,5578.6337,1637.8385,16.192,489.0023,83.4366,193.4561,659.8176,1044.1383
1595.1124,6850.6553,2168.5668,772.6411,-80.2832,21.8509,216.6672,414.1753,901.5814
1596.9697,9313.0916,1719.3974,-13.8419,1194.8283,458.0701,822.6339,-142.2637,728.9325
1598.827,12919.387,1947.1834,883.4203,441.4343,-78.9052,-60.7343,371.3821,196.0432
1600.6843,18513.0097,2877.3955,686.4541,-75.7504,-47.4707,-106.6806,-54.2709,784.9163
1602.5415,22655.6067,3896.2654,277.1968,-330.0113,471.8676,-402.7684,436.4653,158.9842
1604.3988,17532.711,4737.7728,-252.7604,405.0586,-323.187,-110.3265,727.6253,382.2165
1606.2561,11335.066,6171.1905,392.8388,977.2271,72.6416,-58.0897,664.7706,438.2507
1608.1134,7836.9595,9654.1181,10.1363,689.2717,-421.0717,144.4684,374.9463,1015.148
1609.9707,5415.5335,14586.5911,73.5469,1037.5119,360.1388,983.8887,73.2799,1281.1139
1611.828,3511.5875,23327.2788,810.3214,156.0533,285.5841,780.9227,552.2947,847.843
1613.6852,2790.6012,28262.7471,544.7964,169.259,-189.8086,-224.021,-187.3438,197.3539
1615.5425,1803.974,25885.2358,589.414,213.1823,382.7801,-69.7169,-485.4161,597.9588
1617.3998,2619.7185,17171.5475,91.8012,207.8737,253.5415,582.2053,0.1102,105.8449
1619.2571,1287.444,10568.2802,-56.4664,158.3863,-615.1907,72.7993,-319.6341,673.5072
1621.1144,1592.9089,7752.1927,532.3519,370.7014,12.9753,1144.9856,277.6599,644.2802
1622.9717,1692.4349,4892.1572,553.6326,422.8962,325.5389,658.4615,188.5368,463.153
1624.8289,2180.1064,4146.4885,331.3456,472.9238,526.2258,-267.6018,256.238,1146.3597
1626.6862,1243.2904,2149.9806,1254.903,920.6472,602.5982,1249.7944,535.8363,1304.0431
1628.5435,1046.8447,2891.1946,241.0076,250.6347,-174.936,272.5999,1290.074,-229.261
1630.4008,777.151,1816.8045,573.9056,-472.0779,321.6883,142.1425,739.7987,182.2915
1632.2581,384.8657,1447.8719,19.4589,616.3464,331.3861,-217.2203,563.0742,585.9634
1634.1153,774.913,986.7627,392.2382,866.4654,483.0681,-125.3513,-113.3929,440.2906
1635.9726,557.0234,1126.1476,701.5728,1119.7778,234.2138,343.8303,327.9681,791.886
1637.8299,355.1003,610.1356,737.6558,798.768,26.8764,23.0822,232.5809,1053.1053
1639.6872,534.9492,894.8459,315.2795,30.9382,927.1461,414.2459,417.6242,233.3399
1641.5445,231.1366,1133.9653,991.9519,-399.3344,644.919,37.3549,439.8381,83.563
1643.4018,276.0975,-21.0294,861.4006,627.5131,-87.7924,275.9303,551.906,805.1111
1645.259,358.5644,826.0549,628.3512,430.9015,1360.8431,327.58,638.8714,796.0584
1647.1163,750.8638,846.3661,1098.2773,1646.3967,115.7361,-173.2741,67.2655,499.2818
1648.9736,659.918,939.4172,418.6979,-467.5122,26.531,-106.5685,379.6599,178.5718
1650.8309,868.9387,1261.589,715.5778,802.2322,120.7503,-150.2787,462.7916,489.3763
1652.6882,562.1103,589.348,1267.325,58.6796,47.387,42.0526,1174.4909,147.6863
1654.5455,297.5511,1096.9397,889.9891,269.3452,124.1198,-136.8415,613.6761,422.0263
1656.4027,-64.1956,-366.843,147.5635,-156.765,-132.2334,979.0254,69.9573,1248.9232
1658.26,402.566,648.1996,84.508,551.6118,51.3433,741.235,221.5917,33.5768
1660.1173,-31.0602,665.7381,736.245,754.4814,-619.2732,-470.4479,637.0205,858.9579
1661.9746,-339.7934,988.3924,835.0692,1105.197,521.4336,2.8814,1086.7826,283.433
1663.8319,1296.4006,872.6442,270.105,777.8328,924.1382,-156.1488,992.0453,-72.6907
1665.6891,87.4637,1278.3224,627.1422,38.3305,309.8162,644.9765,416.8455,875.6388
1667.5464,592.8542,1170.2869,924.4716,440.7234,179.4794,121.7191,496.087,684.9255
1669.4037,61.9413,1506.6337,546.8625,644.7499,291.5215,84.0229,556.8751,336.0871
1671.261,202.9437,405.6325,591.9357,1012.0862,311.6959,298.508,1121.1233,521.6609
1673.1183,236.8039,893.1736,210.7927,1253.406,-136.558,257.1666,1031.2961,274.2387
1674.9756,489.227,896.4689,490.5397,568.9006,426.5103,513.7845,1102.8726,-271.8168
1676.8328,323.2272,1188.5512,804.3023,25.83,-72.8533,586.4806,864.7718,646.7584
1678.6901,1054.0778,1197.3042,-643.544,104.1927,24.2218,461.3531,1622.0046,448.3758
1680.5474,261.9832,711.3332,849.0669,605.4293,-149.6534,404.0748,1714.4808,492.202
1682.4047,1201.3148,1008.1515,620.7463,195.1706,35.8238,42.041,1109.3501,114.4802
1684.262,239.2128,1109.3839,1175.3667,427.3111,491.8652,669.1639,1329.8152,-169.5466
1686.1193,103.7894,1555.252,98.0414,680.8921,-576.0144,804.8097,2172.6346,312.76
1687.9765,794.2392,1479.1695,1351.5106,452.766,674.6379,37.1388,3130.4323,607.1817
1689.8338,465.2085,1164.2902,675.5445,78.1239,370.8806,684.6277,3730.6538,-716.9266
1691.6911,265.2823,1240.6106,729.4977,1097.7147,392.8105,113.6444,4578.0792,-29.7198
1693.5484,86.0867,1116.2,672.19,-142.8695,843.9868,581.0388,6662.062,325.2768
1695.4057,212.5793,1254.0939,1353.2048,-84.1609,-2.5351,-258.3709,8756.2455,601.0037
1697.263,676.9318,1831.6207,1258.6124,-139.4973,590.1495,-227.7353,11779.8899,719.7919
1699.1202,306.0549,1339.5196,896.3996,74.6975,28.8044,-602.0543,16918.5286,581.5129
1700.9775,633.1651,2404.731,1551.2012,129.9603,105.1903,304.9022,15243.1393,-62.3554
1702.8348,431.0204,2002.5425,2598.8568,311.6449,581.1505,149.4409,13151.3915,763.7087
1704.6921,933.4208,2415.8955,1916.6569,359.6476,447.1747,70.9135,8919.9741,805.9752
1706.5494,747.4643,2442.6132,1852.5491,245.0796,689.1411,367.7119,5606.9834,675.278
1708.4066,673.6758,3963.8566,2585.7702,523.1223,156.1681,-272.7342,4025.913,249.2382
1710.2639,453.4375,4265.1748,2376.4154,519.949,-328.576,-311.5023,3743.6721,318.935
1712.1212,502.507,5467.4978,3084.1197,238.7551,240.5235,571.276,2495.9744,365.8742
1713.9785,537.1006,6446.5741,3943.9724,648.5327,240.4669,144.9769,2142.2709,475.4252
1715.8358,198.052,8679.4025,4790.3009,98.7883,639.8841,-214.814,1674.5874,221.0731
1717.6931,-24.4426,10953.2562,5862.8716,142.5877,2.4424,630.1844,616.9494,265.7414
1719.5503,6.2477,15579.6716,8406.1718,597.3674,142.8482,-382.1555,1454.7242,-135.6712
1721.4076,-276.3395,22750.2316,10097.3377,-12.3057,1049.8737,168.3822,1230.5411,426.3821
1723.2649,-285.905,31388.0352,15013.8622,70.0516,661.758,-72.3743,1346.3064,102.0793
1725.1222,785.15,40186.6345,21621.7627,895.8822,1010.5887,582.6055,29.1165,517.1718
1726.9795,96.0661,40766.9225,30187.3671,429.2987,355.4957,639.1126,1368.2963,-32.5742
1728.8368,-236.729,31391.9271,38805.4032,407.1532,552.7073,936.387,1248.2884,539.8316
1730.694,529.1167,22601.4763,40393.8349,731.0688,-119.8738,123.3874,1223.4227,290.3176
1732.5513,535.0383,15075.0526,32813.3899,564.5979,-115.3042,-96.6577,847.9723,494.8286
1734.4086,790.2059,10981.5516,23888.9172,946.4962,416.5275,118.4499,790.1843,767.1816
1736.2659,541.3753,8738.1906,16172.2418,660.5107,328.3138,-281.9938,590.1779,312.2883
